num_vtx : edge_density : num_edges | num_groups_hash_level_0 num_groups_hash_level_1 ... | time_spent
10 : 0.12 : 8 | 4, 7, 9, 10 | 0 ms
10 : 0.12 : 7 | 4, 6, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
10 : 0.15 : 6 | 4, 7, 8, 8, 8, 8, 8, 8, 8, 8 | 0 ms
10 : 0.15 : 4 | 4, 5, 5, 5, 5, 5, 5, 5, 5, 5 | 0 ms
10 : 0.15 : 6 | 4, 5, 5, 5, 5, 5, 5, 5, 5, 5 | 0 ms
10 : 0.15 : 6 | 4, 4, 4, 4, 4, 4, 4, 4, 4, 4 | 0 ms
10 : 0.15 : 4 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3 | 0 ms
10 : 0.15 : 8 | 4, 6, 8, 8, 8, 8, 8, 8, 8, 8 | 0 ms
10 : 0.15 : 9 | 5, 8, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
10 : 0.15 : 9 | 5, 10 | 0 ms
10 : 0.18 : 10 | 3, 8, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
10 : 0.18 : 11 | 4, 8, 10 | 0 ms
10 : 0.18 : 10 | 4, 6, 6, 6, 6, 5, 5, 5, 5, 5 | 0 ms
10 : 0.18 : 6 | 4, 7, 8, 8, 8, 8, 8, 8, 8, 8 | 0 ms
10 : 0.18 : 5 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3 | 0 ms
10 : 0.18 : 4 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3 | 0 ms
10 : 0.18 : 11 | 4, 8, 8, 8, 8, 8, 8, 8, 8, 8 | 0 ms
10 : 0.18 : 10 | 4, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 0 ms
10 : 0.2 : 9 | 4, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
10 : 0.2 : 5 | 4, 6, 6, 6, 6, 5, 5, 5, 5, 5 | 0 ms
10 : 0.2 : 5 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3 | 0 ms
10 : 0.2 : 11 | 5, 7, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
10 : 0.2 : 12 | 4, 9, 10 | 0 ms
10 : 0.2 : 12 | 5, 9, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
10 : 0.2 : 12 | 4, 9, 10 | 0 ms
10 : 0.2 : 9 | 4, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
10 : 0.25 : 8 | 4, 8, 9, 10 | 0 ms
10 : 0.25 : 12 | 5, 9, 10 | 0 ms
10 : 0.25 : 16 | 3, 8, 10 | 0 ms
10 : 0.25 : 11 | 5, 9, 10 | 0 ms
10 : 0.25 : 10 | 6, 8, 8, 8, 8, 8, 8, 8, 8, 8 | 0 ms
10 : 0.25 : 9 | 5, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 0 ms
10 : 0.25 : 15 | 3, 7, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
10 : 0.25 : 10 | 5, 9, 10 | 0 ms
10 : 0.3 : 14 | 5, 8, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
10 : 0.3 : 13 | 6, 10 | 0 ms
10 : 0.3 : 15 | 5, 9, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
10 : 0.3 : 14 | 3, 8, 10 | 0 ms
10 : 0.3 : 13 | 5, 10 | 0 ms
10 : 0.3 : 18 | 6, 10 | 0 ms
10 : 0.3 : 15 | 4, 9, 10 | 0 ms
10 : 0.3 : 18 | 4, 8, 10 | 0 ms
10 : 0.4 : 25 | 5, 9, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
10 : 0.4 : 20 | 4, 8, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
10 : 0.4 : 17 | 6, 10 | 0 ms
10 : 0.4 : 19 | 4, 9, 10 | 0 ms
10 : 0.4 : 22 | 4, 10 | 0 ms
10 : 0.4 : 15 | 5, 8, 10 | 0 ms
10 : 0.4 : 19 | 6, 10 | 0 ms
10 : 0.4 : 14 | 5, 8, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms

15 : 0.02 : 2 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
15 : 0.02 : 4 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.02 : 1 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
15 : 0.02 : 3 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.02 : 2 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
15 : 0.02 : 1 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
15 : 0.03 : 4 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.03 : 6 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.03 : 2 | 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.03 : 2 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
15 : 0.03 : 2 | 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.03 : 4 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.03 : 7 | 4, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
15 : 0.03 : 2 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
15 : 0.04 : 2 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
15 : 0.04 : 4 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.04 : 6 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.04 : 3 | 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.04 : 4 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.04 : 6 | 4, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5 | 0 ms
15 : 0.04 : 2 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
15 : 0.06 : 6 | 3, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5 | 0 ms
15 : 0.06 : 6 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.06 : 9 | 4, 8, 10, 11, 11, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10 | 0 ms
15 : 0.06 : 7 | 3, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5 | 0 ms
15 : 0.06 : 2 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
15 : 0.06 : 6 | 4, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5 | 0 ms
15 : 0.06 : 13 | 5, 11, 12, 12, 12, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11 | 0 ms
15 : 0.06 : 7 | 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 0 ms
15 : 0.08 : 9 | 3, 5, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 0 ms
15 : 0.08 : 16 | 4, 12, 15 | 0 ms
15 : 0.08 : 7 | 4, 7, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
15 : 0.08 : 6 | 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.08 : 9 | 4, 7, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
15 : 0.08 : 7 | 3, 6, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 | 0 ms
15 : 0.08 : 6 | 3, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5 | 0 ms
15 : 0.08 : 7 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
15 : 0.1 : 17 | 7, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12 | 0 ms
15 : 0.1 : 10 | 4, 8, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11 | 0 ms
15 : 0.1 : 12 | 5, 12, 12, 12, 12, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11 | 0 ms
15 : 0.1 : 17 | 6, 10, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.1 : 14 | 5, 11, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 0 ms
15 : 0.1 : 13 | 3, 7, 10, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 0 ms
15 : 0.1 : 15 | 5, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11 | 0 ms
15 : 0.1 : 11 | 5, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10 | 0 ms
15 : 0.12 : 13 | 4, 7, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
15 : 0.12 : 14 | 5, 11, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 0 ms
15 : 0.12 : 10 | 5, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
15 : 0.12 : 14 | 5, 11, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.12 : 15 | 6, 11, 12, 13, 13, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12 | 0 ms
15 : 0.12 : 14 | 4, 11, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 0 ms
15 : 0.12 : 17 | 5, 12, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.12 : 17 | 6, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.15 : 13 | 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10 | 0 ms
15 : 0.15 : 15 | 6, 13, 14, 14, 14, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 0 ms
15 : 0.15 : 18 | 5, 13, 15 | 0 ms
15 : 0.15 : 17 | 4, 10, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.15 : 17 | 4, 12, 15 | 0 ms
15 : 0.15 : 13 | 4, 8, 10, 10, 10, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9 | 0 ms
15 : 0.15 : 15 | 5, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 0 ms
15 : 0.15 : 15 | 6, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 0 ms
15 : 0.18 : 17 | 5, 11, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.18 : 21 | 6, 14, 15 | 0 ms
15 : 0.18 : 18 | 6, 11, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.18 : 25 | 5, 12, 15 | 0 ms
15 : 0.18 : 13 | 5, 10, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12 | 0 ms
15 : 0.18 : 25 | 6, 15 | 0 ms
15 : 0.18 : 18 | 6, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.18 : 15 | 5, 9, 13, 14, 15 | 0 ms
15 : 0.2 : 24 | 5, 14, 15 | 0 ms
15 : 0.2 : 23 | 5, 13, 15 | 0 ms
15 : 0.2 : 22 | 5, 14, 15 | 0 ms
15 : 0.2 : 24 | 6, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.2 : 22 | 5, 11, 13, 14, 15 | 0 ms
15 : 0.2 : 21 | 5, 10, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.2 : 22 | 5, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.2 : 18 | 6, 12, 13, 13, 13, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12 | 0 ms
15 : 0.25 : 39 | 6, 14, 15 | 0 ms
15 : 0.25 : 32 | 7, 14, 15 | 0 ms
15 : 0.25 : 30 | 6, 15 | 0 ms
15 : 0.25 : 30 | 5, 13, 15 | 0 ms
15 : 0.25 : 27 | 7, 15 | 0 ms
15 : 0.25 : 30 | 6, 13, 15 | 0 ms
15 : 0.25 : 29 | 6, 13, 15 | 0 ms
15 : 0.25 : 26 | 5, 15 | 0 ms
15 : 0.3 : 31 | 7, 15 | 0 ms
15 : 0.3 : 33 | 7, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
15 : 0.3 : 30 | 5, 14, 15 | 0 ms
15 : 0.3 : 29 | 7, 15 | 0 ms
15 : 0.3 : 29 | 5, 11, 15 | 0 ms
15 : 0.3 : 42 | 4, 14, 15 | 0 ms
15 : 0.3 : 42 | 8, 15 | 0 ms
15 : 0.3 : 34 | 7, 15 | 0 ms
15 : 0.4 : 42 | 6, 15 | 0 ms
15 : 0.4 : 46 | 6, 14, 15 | 0 ms
15 : 0.4 : 42 | 7, 15 | 0 ms
15 : 0.4 : 39 | 8, 15 | 0 ms
15 : 0.4 : 50 | 6, 15 | 0 ms
15 : 0.4 : 48 | 8, 14, 15 | 0 ms
15 : 0.4 : 45 | 6, 15 | 0 ms
15 : 0.4 : 52 | 5, 12, 15 | 0 ms

20 : 0.01 : 1 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.01 : 1 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.01 : 3 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.01 : 6 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
20 : 0.01 : 3 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.01 : 1 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.01 : 1 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.02 : 3 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
20 : 0.02 : 2 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.02 : 1 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.02 : 3 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.02 : 3 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.02 : 1 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.02 : 4 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
20 : 0.03 : 4 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
20 : 0.03 : 9 | 4, 8, 8, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8 | 0 ms
20 : 0.03 : 6 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
20 : 0.03 : 9 | 4, 7, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
20 : 0.03 : 5 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
20 : 0.03 : 3 | 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 | 0 ms
20 : 0.03 : 12 | 4, 9, 12, 12, 12, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11 | 0 ms
20 : 0.03 : 4 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
20 : 0.04 : 9 | 4, 7, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11 | 0 ms
20 : 0.04 : 15 | 4, 9, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
20 : 0.04 : 9 | 4, 8, 8, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8 | 0 ms
20 : 0.04 : 7 | 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 | 0 ms
20 : 0.04 : 10 | 5, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11 | 0 ms
20 : 0.04 : 9 | 4, 7, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
20 : 0.04 : 11 | 4, 7, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11 | 0 ms
20 : 0.04 : 13 | 5, 11, 12, 12, 12, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11 | 0 ms
20 : 0.06 : 9 | 4, 7, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10 | 0 ms
20 : 0.06 : 19 | 5, 13, 17, 18, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17 | 0 ms
20 : 0.06 : 14 | 5, 11, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
20 : 0.06 : 8 | 4, 7, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
20 : 0.06 : 10 | 4, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8 | 0 ms
20 : 0.06 : 12 | 4, 9, 12, 13, 13, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12 | 0 ms
20 : 0.06 : 8 | 4, 7, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7 | 0 ms
20 : 0.06 : 15 | 5, 11, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
20 : 0.08 : 10 | 5, 8, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10 | 0 ms
20 : 0.08 : 16 | 5, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 0 ms
20 : 0.08 : 17 | 5, 13, 15, 15, 15, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
20 : 0.08 : 14 | 4, 10, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15 | 0 ms
20 : 0.08 : 15 | 5, 12, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15 | 0 ms
20 : 0.08 : 18 | 5, 12, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16 | 0 ms
20 : 0.08 : 18 | 4, 8, 12, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
20 : 0.08 : 16 | 5, 12, 15, 15, 15, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
20 : 0.1 : 17 | 6, 11, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14 | 0 ms
20 : 0.1 : 23 | 7, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17 | 0 ms
20 : 0.1 : 22 | 6, 16, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18 | 0 ms
20 : 0.1 : 17 | 6, 11, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13 | 0 ms
20 : 0.1 : 25 | 5, 14, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18 | 0 ms
20 : 0.1 : 20 | 5, 14, 18, 19, 20 | 0 ms
20 : 0.1 : 15 | 5, 10, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12 | 0 ms
20 : 0.1 : 28 | 6, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 0 ms
20 : 0.12 : 22 | 4, 15, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18 | 0 ms
20 : 0.12 : 22 | 6, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 0 ms
20 : 0.12 : 28 | 7, 18, 20 | 0 ms
20 : 0.12 : 20 | 6, 17, 19, 19, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18 | 0 ms
20 : 0.12 : 23 | 6, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19 | 0 ms
20 : 0.12 : 21 | 5, 13, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18 | 0 ms
20 : 0.12 : 19 | 5, 11, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16 | 0 ms
